filename,en,fr,de,es,ru,label,en-de,en-es,en-fr,en-ru
064legit.txt,Guy Ritchie enjoys laid-back bike ride with son Rocco amid claims ex-wife Madonna is 'close to agreeing a deal for the teen to stay in London',"Guy Ritchie aime la balade à vélo décontractée avec son fils Rocco au milieu des affirmations de l'ex-femme, Madonna est `` près de conclure un accord pour que l'adolescent reste à Londres ''.",Guy Ritchie genießt die entspannte Radtour mit Sohn Rocco..,"Guy Ritchie disfruta de un paseo relajado en bicicleta con su hijo Rocco en medio de afirmaciones de la ex esposa, Madonna está ""cerca de acordar un trato para que el adolescente se quede en Londres"".","Гай Ричи наслаждается непринужденной поездкой на велосипеде со сыном Рокко среди утверждений, что бывшая жена Мадонна «близка к тому, чтобы согласиться с сделкой для подростка, чтобы остаться в Лондоне».",0,0.6169108152389526,0.5438194870948792,0.5620977878570557,0.49502602219581604
071legit.txt,Love is in the air! Charlize Theron and Sean Penn share a tender moment as they arrive in NYC with her son Jackson,L'amour est dans l'air! Charlize Theron et Sean Penn partagent un moment tendre alors qu'ils arrivent à New York avec son fils Jackson.,"Liebe ist in der Luft! Charlize Theron und Sean Penn teilen sich einen zarten Moment, wenn sie mit ihrem Sohn Jackson in NYC ankommen.",¡El amor está en el aire! Charlize Theron y Sean Penn comparten un momento tierno cuando llegan a Nueva York con su hijo Jackson.,"Любовь витает в воздухе! Шарлиз Терон и Шон Пенн разделяют нежный момент, когда они прибывают в Нью -Йорк со своим сыном Джексоном.",0,0.5883920192718506,0.5960217714309692,0.6580647826194763,0.0
055legit.txt,"Jennifer Aniston, Diva? Actress Rumored To Be 'Unapproachable' On Set, Doesn't Socialize (REPORT)","Jennifer Aniston, Diva? La rumeur selon laquelle l'actrice serait «inaccessible» sur le plateau, ne socialise pas (report).","Jennifer Aniston, Diva? Die Schauspielerin, die angeblich am Set „unnahbar“ ist, setzt sich nicht ein (Bericht) nicht (Bericht).","Jennifer Aniston, Diva? La actriz se rumorea que es 'inaccesible' en el set, no socializa (informe).","Дженнифер Энистон, Дива? Актриса, по слухам, была «недоступной» на съемочной площадке, не общается (отчет).",0,0.2862212657928467,0.6130082607269287,0.5623955726623535,0.0
026legit.txt,Anna Faris Responds To Chris Pratt-Jennifer Lawrence Cheating Rumors As They Promote 'Passengers' On Her Birthday,Anna Faris répond à Chris Pratt-Jennifer Lawrence qui triche des rumeurs alors qu'ils font la promotion des «passagers» le jour de son anniversaire.,"Anna Faris reagiert auf Chris Pratt-Jennifer Lawrence, die Gerüchte betrügen, als sie an ihrem Geburtstag ""Passagiere"" bewerben.",Anna Faris responde a Chris Pratt-Jennifer Lawrence engañando a los rumores mientras promueven 'pasajeros' en su cumpleaños.,"Анна Фарис отвечает на слухи Криса Пратт-Дженнифер Лоуренс, когда они продвигают «пассажиров» в ее день рождения.",0,0.27845993638038635,0.7216666340827942,0.7106165885925293,0.6549937725067139
095legit.txt,'THE MORE THE MERRIER' Lindsay Lohan wants talks with US President Donald Trump and Russian leader Vladimir Putin to solve Syrian refugee crisis,`` Plus le plus joyeux '' Lindsay Lohan veut des pourparlers avec le président américain Donald Trump et le leader russe Vladimir Poutine pour résoudre la crise des réfugiés syriens.,"""Je mehr der Merrier"" Lindsay Lohan will Gespräche mit dem US -Präsidenten Donald Trump und dem russischen Führer Wladimir Putin, um die syrische Flüchtlingskrise zu lösen.","'Cuanto más el mejor' Lindsay Lohan quiere conversaciones con el presidente de los Estados Unidos, Donald Trump, y al líder ruso Vladimir Putin para resolver la crisis de refugiados sirios.","«Чем больше, тем лучше» Линдсей Лохан хочет переговоров с президентом США Дональдом Трампом и российским лидером Владимиром Путином, чтобы решить кризис сирийского беженца.",0,0.27845993638038635,0.7216666340827942,0.7106165885925293,0.6549937725067139
039legit.txt,Lindsay Lohan Is Reportedly Engaged To Russian Heir,Lindsay Lohan serait fiancé à l'héritier russe.,Lindsay Lohan ist Berichten zufolge mit dem russischen Erben verlobt.,"Según los informes, Lindsay Lohan está comprometido con el heredero ruso.","Линдсей Лохан, как сообщается, помолвлена ​​с русским наследником.",0,0.6216057538986206,0.6241213083267212,0.6619948744773865,0.6400222778320312
093legit.txt,Fifty Shades Darker news: Jamie Dornan reveals TRUTH behind Dakota Johnson 'awkwardness',Fifty Shades Darker News: Jamie Dornan révèle la vérité derrière Dakota Johnson `` Awsensness ''.,Fünfzig Shades Darker News: Jamie Dornan enthüllt die Wahrheit hinter Dakota Johnson 'Unbeholfenheit'.,Fifty Shades News Darker: Jamie Dornan revela la verdad detrás de Dakota Johnson 'incomodidad'.,Fifty Shades Darker News: Джейми Дорнан раскрывает правду за Дакотой Джонсон 'неловкость'.,0,0.7450820803642273,0.7400895953178406,0.0,0.732966423034668
035legit.txt,Selena Gomez And Jennifer Aniston Double Date: Jen's Comments About Weeknd Were Lies,Selena Gomez et Jennifer Aniston Double date: les commentaires de Jen sur Weeknd étaient des mensonges.,Selena Gomez und Jennifer Aniston Double Date: Jens Kommentare zu Weeknd waren Lügen.,Selena Gomez y Jennifer Aniston Fecha doble: los comentarios de Jen sobre Weeknd fueron mentiras.,Селена Гомес и Дженнифер Энистон Двойной дата: Комментарии Джен о Weeknd были ложью.,0,0.6330087780952454,0.6192604303359985,0.6141810417175293,0.5729026198387146
059legit.txt,About That Time Princess Diana Watched The Golden Girls and Crashed a Gay Bar with Freddie Mercury,"À cette époque, la princesse Diana a regardé les Golden Girls et a écrasé un bar gay avec Freddie Mercury.",Ungefähr zu dieser Zeit beobachtete Prinzessin Diana die goldenen Mädchen und stürzte eine schwule Bar mit Freddie Mercury ab.,"Por esa época, la princesa Diana vio a las chicas doradas y estrelló un bar gay con Freddie Mercury.",Примерно в это время принцесса Диана наблюдала за золотыми девочками и разбила гей -бар с Фредди Меркьюри.,0,0.6753732562065125,0.6558982133865356,0.6554919481277466,0.5227271914482117
068legit.txt,Lena Dunham Is Vogue's Latest Covergirl,Lena Dunham est la dernière couverture de Vogue.,Lena Dunham ist Vogues neuestes Covergirl.,Lena Dunham es la última portada de Vogue.,Лена Данхэм - последняя обложка Vogue.,0,0.5964635610580444,0.5739771723747253,0.5832279920578003,0.5417117476463318
046legit.txt,Fans think Taylor Swift and Drake might be dating - here's all the evidence,Les fans pensent que Taylor Swift et Drake pourraient sortir ensemble - voici toutes les preuves.,"Fans denken, Taylor Swift und Drake könnten ausgehen - hier sind alle Beweise.",Los fanáticos piensan que Taylor Swift y Drake podrían estar saliendo: aquí está toda la evidencia.,"Поклонники думают, что Тейлор Свифт и Дрейк могут встречаться - вот все доказательства.",0,0.7893050312995911,0.7972556948661804,0.8324255347251892,0.691805899143219
